timestamp,bench id,lat,lng,indicator  a,indicator b,indicator c,indicator d,indicator e,indicator f,indicator g,indicator h,indicator i,indicator j,indicator  k,indicator l,indicator m,indicator n,indicator  o,indicator p
080317095906,014682000781772,42.35939000,-71.093315000,164,1.96,5,0.06,-0.94,1.65,320.88,0.27,-0.16,9.53,90.55,-73.64,16.02,0.02,0.02,-0.01
080317095915,014682000781772,42.35939000,-71.093307000,150,1.94,5,0.05,-0.70,1.64,320.80,0.27,-0.12,9.57,90.64,-73.91,16.33,0.01,0.02,-0.01
080317095922,014682000781772,42.35939000,-71.093307000,134,1.94,5,0.06,-0.94,1.17,320.82,0.20,-0.16,9.57,90.36,-73.64,16.84,0.01,0.02,-0.01
080317095931,014682000781772,42.35939000,-71.093307000,167,1.91,5,0.08,-1.17,2.10,320.80,0.35,-0.20,9.61,90.27,-73.64,16.53,0.02,0.02,-0.01
080317095940,014682000781772,42.35939000,-71.093307000,147,1.93,5,0.20,0.00,3.49,320.90,0.59,0.00,9.65,90.27,-73.36,16.94,0.01,0.02,-0.02
080317095940,014682000781772,42.35939000,-71.093307000,147,1.93,5,0.20,0.00,3.49,320.90,0.59,0.00,9.65,90.27,-73.36,16.94,0.01,0.02,-0.02
080317095956,014682000781772,42.35939000,-71.093307000,105,1.57,5,0.10,-1.17,1.88,320.81,0.31,-0.20,9.57,90.09,-73.45,16.53,0.01,0.02,-0.00
080317100004,014682000781772,42.35939000,-71.093307000,126,1.61,5,0.05,-0.94,1.64,320.90,0.27,-0.16,9.57,90.27,-73.36,16.53,0.01,0.02,-0.01
080317100013,014682000781772,42.35939000,-71.093307000,103,1.53,5,0.04,1.16,0.70,320.78,0.12,0.20,9.65,90.00,-73.45,16.53,0.02,0.02,-0.01
080317100022,014682000781772,42.35939000,-71.093307000,145,1.71,6,0.21,-1.19,1.90,320.34,0.31,-0.20,9.45,89.36,-74.09,16.22,0.01,0.02,-0.00
080317100030,014682000781772,42.35939000,-71.093307000,154,1.82,6,0.19,0.47,1.42,320.20,0.24,0.08,9.49,89.36,-74.45,15.82,0.01,0.02,-0.01
080317100038,014682000781772,42.35939000,-71.093307000,148,1.14,6,0.19,-0.96,1.68,320.01,0.27,-0.16,9.38,89.09,-74.73,16.02,0.01,0.02,-0.01
080317100046,014682000781772,42.35939000,-71.093307000,178,5.50,6,0.33,-0.70,2.10,320.03,0.35,-0.12,9.65,88.82,-74.45,16.43,0.01,0.02,-0.01
080317100055,014682000781772,42.35939000,-71.093307000,177,3.37,8,0.08,-0.70,1.17,320.02,0.20,-0.12,9.57,88.91,-74.55,16.22,0.01,0.02,-0.01
080317100103,014682000781772,42.35939000,-71.093307000,177,6.39,8,0.15,-0.70,1.88,319.64,0.31,-0.12,9.57,87.73,-74.55,16.63,0.01,0.02,-0.00
080317100112,014682000781772,42.35939000,-71.093307000,179,16.96,8,0.09,-1.66,1.66,319.38,0.27,-0.27,9.49,86.82,-74.45,17.04,0.02,0.02,-0.00
080317100120,014682000781772,42.35939000,-71.093307000,183,17.07,8,0.02,-0.23,0.94,319.15,0.16,-0.04,9.57,86.73,-75.00,17.35,0.02,0.02,-0.00
080317100128,014682000781772,42.35939000,-71.093307000,182,12.50,8,0.15,-1.88,1.65,319.07,0.27,-0.31,9.53,86.91,-75.36,17.35,0.01,0.02,-0.00
080317100137,014682000781772,42.35939000,-71.093307000,175,13.08,8,0.08,0.00,1.41,319.32,0.24,0.00,9.57,87.45,-75.18,17.35,0.01,0.02,-0.00
080317100145,014682000781772,42.35939000,-71.093307000,175,13.53,8,0.21,-0.47,1.41,319.13,0.24,-0.08,9.57,87.09,-75.36,17.65,0.01,0.02,-0.00
080317100154,014682000781772,42.35939000,-71.093307000,182,15.06,8,0.08,-0.48,0.95,319.07,0.16,-0.08,9.45,87.00,-75.45,17.45,0.01,0.02,-0.00
080317100202,014682000781772,42.35939000,-71.093307000,159,14.79,8,0.20,-0.24,1.41,318.98,0.24,-0.04,9.53,86.73,-75.45,17.65,0.01,0.02,-0.00
080317100211,014682000781772,42.35939000,-71.093307000,147,16.08,8,0.13,-1.18,1.42,318.72,0.24,-0.20,9.49,86.27,-75.73,17.35,0.01,0.02,-0.00
080317100218,014682000781772,42.35939000,-71.093307000,156,16.12,8,0.10,-0.47,0.94,318.97,0.16,-0.08,9.53,86.91,-75.64,17.45,0.01,0.02,-0.00
080317100227,014682000781772,42.35939000,-71.093307000,168,15.90,8,0.06,-0.70,1.64,318.81,0.27,-0.12,9.57,86.64,-75.82,17.45,0.01,0.02,-0.00
080317100235,014682000781772,42.35939000,-71.093292000,175,15.72,8,0.09,0.00,0.23,318.94,0.04,0.00,9.57,86.73,-75.55,17.76,0.01,0.02,-0.00
080317100244,014682000781772,42.35939000,-71.093292000,165,15.60,8,0.07,-0.47,0.94,318.37,0.16,-0.08,9.53,85.91,-76.36,17.86,0.01,0.02,-0.01
080317100253,014682000781772,42.35939000,-71.093292000,178,15.44,8,0.09,-0.48,1.67,318.37,0.27,-0.08,9.41,85.82,-76.27,17.65,0.01,0.02,-0.00
080317100301,014682000781772,42.35939000,-71.093292000,187,15.32,8,0.12,-0.70,1.41,318.31,0.24,-0.12,9.57,85.55,-76.18,17.86,0.01,0.02,-0.00
080317100309,014682000781772,42.35939000,-71.093292000,188,15.25,8,0.07,-0.71,1.42,318.21,0.24,-0.12,9.49,85.55,-76.45,18.16,0.01,0.02,-0.01
080317100317,014682000781772,42.35939000,-71.093292000,189,15.15,8,0.06,-0.47,0.95,318.40,0.16,-0.08,9.49,85.91,-76.27,17.96,0.01,0.02,-0.00
080317100326,014682000781772,42.35939000,-71.093307000,183,15.05,8,0.08,-0.47,1.41,318.53,0.24,-0.08,9.57,86.00,-76.00,17.76,0.01,0.02,-0.01
080317100334,014682000781772,42.35939000,-71.093292000,187,14.98,8,0.07,-0.23,1.88,318.57,0.31,-0.04,9.57,86.00,-75.91,17.96,0.01,0.02,-0.00
080317100343,014682000781772,42.35939000,-71.093307000,187,14.93,8,0.06,-0.47,1.18,318.31,0.20,-0.08,9.49,85.64,-76.27,17.86,0.01,0.02,-0.00
080317100350,014682000781772,42.35939000,-71.093307000,179,14.84,8,0.06,-0.70,1.17,318.46,0.20,-0.12,9.57,86.09,-76.27,17.86,0.01,0.02,-0.00
080317100359,014682000781772,42.35939000,-71.093307000,173,14.74,8,0.08,-0.47,1.18,318.50,0.20,-0.08,9.49,85.91,-76.00,17.96,0.01,0.02,-0.01
080317100408,014682000781772,42.35939000,-71.093307000,180,14.69,8,0.10,-0.70,1.41,318.57,0.24,-0.12,9.57,86.00,-75.91,18.16,0.02,0.02,-0.00
080317100416,014682000781772,42.35939000,-71.093307000,187,14.61,8,0.06,-0.24,1.18,318.37,0.20,-0.04,9.53,85.82,-76.27,17.96,0.01,0.02,-0.01
080317100425,014682000781772,42.35939000,-71.093307000,170,14.40,8,0.15,-0.71,1.41,319.05,0.24,-0.12,9.53,86.64,-75.18,17.76,0.01,0.02,-0.00
080317100433,014682000781772,42.35939000,-71.093307000,166,14.38,8,0.05,-0.47,1.41,319.01,0.24,-0.08,9.57,86.73,-75.36,17.45,0.01,0.02,-0.00
080317100442,014682000781772,42.35939000,-71.093307000,185,14.32,8,0.09,-0.70,1.17,318.88,0.20,-0.12,9.57,86.55,-75.55,17.55,0.01,0.02,-0.00
080317100449,014682000781772,42.35939000,-71.093307000,172,14.31,8,0.08,-0.24,1.41,319.01,0.24,-0.04,9.53,86.64,-75.27,17.55,0.01,0.02,-0.00
080317100458,014682000781772,42.35939000,-71.093307000,187,14.25,8,0.07,-0.70,1.17,318.92,0.20,-0.12,9.57,86.45,-75.36,17.55,0.01,0.02,-0.00
080317100506,014682000781772,42.35939000,-71.093307000,183,14.20,8,0.07,-0.95,1.42,318.96,0.24,-0.16,9.49,86.36,-75.18,17.45,0.01,0.02,-0.00
080317100515,014682000781772,42.35939000,-71.093307000,171,14.16,8,0.05,-0.73,1.70,318.98,0.27,-0.12,9.26,86.64,-75.36,17.45,0.01,0.02,-0.01
080317100524,014682000781772,42.35939000,-71.093307000,179,14.12,8,0.05,-0.70,1.41,318.84,0.24,-0.12,9.57,86.64,-75.73,17.45,0.01,0.02,-0.00
080317100617,014682000781772,42.35931800,-71.093307000,172,-1.23,0,0.02,-0.95,0.71,318.66,0.12,-0.16,9.49,85.45,-75.18,12.65,0.01,0.02,-0.01
080317100626,014682000781772,42.35933300,-71.093254000,179,-1.19,0,0.03,-0.95,0.95,318.56,0.16,-0.16,9.49,85.45,-75.45,12.96,0.01,0.02,-0.01
080317100634,014682000781772,42.35933300,-71.093254000,175,-1.20,0,0.06,-0.94,0.70,318.72,0.12,-0.16,9.57,85.73,-75.27,13.06,0.01,0.02,-0.00
080317100642,014682000781772,42.35933300,-71.093254000,174,-1.21,0,0.03,-0.71,0.95,318.72,0.16,-0.12,9.49,85.73,-75.27,12.76,0.01,0.02,-0.00
080317100651,014682000781772,42.35933300,-71.093254000,163,-1.23,0,0.07,-1.18,0.94,318.62,0.16,-0.20,9.53,85.64,-75.45,13.06,0.01,0.02,-0.00
080317100659,014682000781772,42.35933300,-71.093254000,148,-1.72,0,0.06,-1.19,0.72,319.08,0.12,-0.20,9.41,86.09,-74.64,12.96,0.01,0.02,-0.00
080317100707,014682000781772,42.35933300,-71.093254000,184,-1.15,0,0.23,-3.49,-10.85,316.43,-1.33,-0.43,6.94,85.82,-81.64,14.49,-0.36,0.17,1.17
080317100716,014682000781772,42.35933300,-71.093254000,3,0.90,0,0.50,-0.72,0.72,303.54,0.12,-0.12,9.41,64.36,-97.09,-53.27,0.01,0.02,-0.01
080317100725,014682000781772,42.35933300,-71.093254000,7,0.13,0,0.06,-0.47,0.94,300.49,0.16,-0.08,9.57,60.00,-101.91,-74.80,0.01,0.02,-0.00
080317100725,014682000781772,42.35933300,-71.093254000,7,0.13,0,0.06,-0.47,0.94,300.49,0.16,-0.08,9.57,60.00,-101.91,-74.80,0.01,0.02,-0.00
080317100741,014682000781772,42.35933300,-71.093269000,7,0.04,0,0.05,-0.71,1.42,300.70,0.24,-0.12,9.49,60.45,-101.82,-74.49,0.01,0.02,-0.00
080317100749,014682000781772,42.35933300,-71.093269000,3,0.01,0,0.06,-0.48,0.71,300.55,0.12,-0.08,9.45,60.09,-101.82,-75.00,0.01,0.02,-0.00
080317100758,014682000781772,42.35933300,-71.093269000,3,-0.04,0,0.04,-0.71,1.18,300.74,0.20,-0.12,9.49,60.55,-101.82,-74.80,0.01,0.02,-0.00
080317100806,014682000781772,42.35933300,-71.093269000,7,-0.06,0,1.49,-0.24,0.94,300.71,0.16,-0.04,9.53,60.27,-101.45,-74.59,0.01,0.02,-0.01
080317100815,014682000781772,42.35933300,-71.093269000,3,-0.10,0,0.05,-0.71,1.41,300.67,0.24,-0.12,9.53,60.27,-101.64,-74.80,0.01,0.02,-0.01
080317100822,014682000781772,42.35933300,-71.093269000,6,-0.12,0,0.13,-0.47,0.47,300.72,0.08,-0.08,9.49,60.45,-101.73,-74.69,0.01,0.02,-0.00
080317100831,014682000781772,42.35933300,-71.093269000,3,-0.13,0,0.09,-0.47,1.17,300.59,0.20,-0.08,9.57,60.09,-101.64,-74.80,0.01,0.02,-0.00
080317100840,014682000781772,42.35933300,-71.093269000,3,-0.17,0,0.04,-0.47,0.94,300.62,0.16,-0.08,9.57,60.09,-101.55,-74.80,0.01,0.02,-0.00
080317100848,014682000781772,42.35933300,-71.093269000,7,-0.19,0,0.04,-0.47,1.17,300.63,0.20,-0.08,9.57,60.18,-101.64,-74.39,0.01,0.02,-0.00
080317100857,014682000781772,42.35934100,-71.093269000,3,-0.24,0,0.05,-0.93,1.39,300.62,0.24,-0.16,9.69,60.09,-101.55,-74.69,0.01,0.02,-0.00
080317100904,014682000781772,42.35934100,-71.093269000,7,-0.26,0,0.02,-0.47,0.95,300.73,0.16,-0.08,9.49,60.36,-101.55,-74.90,0.01,0.02,-0.00
080317100913,014682000781772,42.35934100,-71.093269000,7,-0.27,0,0.06,-0.95,0.95,300.76,0.16,-0.16,9.49,60.27,-101.27,-75.00,0.01,0.02,-0.00
080317100922,014682000781772,42.35934100,-71.093269000,3,-0.28,0,0.04,-0.47,0.71,300.59,0.12,-0.08,9.53,60.09,-101.64,-74.39,0.01,0.02,-0.00
080317100930,014682000781772,42.35934100,-71.093269000,7,-0.31,0,0.05,-0.71,0.94,300.73,0.16,-0.12,9.53,60.36,-101.55,-74.59,0.01,0.02,-0.00
080317100938,014682000781772,42.35934100,-71.093269000,3,-0.32,0,0.06,-0.70,0.94,300.49,0.16,-0.12,9.57,59.91,-101.73,-74.49,0.01,0.02,-0.00
080317100947,014682000781772,42.35934100,-71.093269000,3,-0.35,0,0.02,-0.71,0.94,300.73,0.16,-0.12,9.53,60.36,-101.55,-74.59,0.01,0.02,-0.00
080317100955,014682000781772,42.35934100,-71.093269000,7,-0.38,0,0.04,-0.47,1.18,300.61,0.20,-0.08,9.49,60.18,-101.73,-74.39,0.01,0.02,-0.00
080317101003,014682000781772,42.35934100,-71.093269000,7,-0.36,0,0.08,-0.71,1.18,300.65,0.20,-0.12,9.49,60.18,-101.55,-74.69,0.01,0.02,-0.00
080317101012,014682000781772,42.35934100,-71.093269000,3,-0.41,0,1.49,-0.72,1.19,300.56,0.20,-0.12,9.41,60.00,-101.64,-74.59,0.01,0.02,-0.00
080317101020,014682000781772,42.35934100,-71.093269000,3,-0.42,0,0.09,-0.70,1.17,300.69,0.20,-0.12,9.57,60.27,-101.55,-75.10,0.01,0.02,-0.00
080317101029,014682000781772,42.35934100,-71.093285000,7,-0.44,0,0.05,-0.24,0.95,300.57,0.16,-0.04,9.45,60.09,-101.73,-74.90,0.01,0.02,-0.00
080317101038,014682000781772,42.35934100,-71.093285000,3,-0.46,0,0.06,-0.47,1.18,300.58,0.20,-0.08,9.53,60.00,-101.55,-74.90,0.01,0.02,-0.00
080317101045,014682000781772,42.35934100,-71.093285000,7,-0.49,0,0.02,-0.48,0.95,300.69,0.16,-0.08,9.45,60.27,-101.55,-74.59,0.01,0.02,-0.00
080317101054,014682000781772,42.35934100,-71.093285000,3,-0.52,0,0.04,-0.48,0.71,300.64,0.12,-0.08,9.45,60.09,-101.45,-74.69,0.01,0.02,-0.00
080317101103,014682000781772,42.35934100,-71.093285000,7,-0.52,0,0.05,-0.47,0.71,300.56,0.12,-0.08,9.49,60.00,-101.64,-74.69,0.01,0.02,-0.00
080317101111,014682000781772,42.35934100,-71.093285000,7,-0.53,0,0.08,-0.24,0.94,300.69,0.16,-0.04,9.53,60.27,-101.55,-74.90,0.01,0.02,-0.00
080317101118,014682000781772,42.35934100,-71.093285000,7,-0.53,0,1.49,-0.70,0.94,300.66,0.16,-0.12,9.57,60.09,-101.36,-74.80,0.01,0.02,-0.00
080317101127,014682000781772,42.35934100,-71.093285000,3,-0.55,0,0.06,-0.47,0.94,300.69,0.16,-0.08,9.53,60.27,-101.55,-74.59,0.01,0.02,-0.00
080317101136,014682000781772,42.35934100,-71.093285000,7,-0.57,0,0.09,-0.70,1.17,300.63,0.20,-0.12,9.57,60.18,-101.64,-74.80,0.01,0.02,-0.01
080317101144,014682000781772,42.35934100,-71.093285000,7,-0.59,0,0.02,-0.47,0.94,300.54,0.16,-0.08,9.53,59.91,-101.55,-74.90,0.01,0.02,-0.00
080317101153,014682000781772,42.35934100,-71.093285000,3,-0.62,0,0.03,-0.47,0.94,300.65,0.16,-0.08,9.53,60.18,-101.55,-74.80,0.01,0.02,-0.00
080317101200,014682000781772,42.35934100,-71.093285000,7,-0.61,0,0.08,-0.47,0.94,300.55,0.16,-0.08,9.53,59.82,-101.36,-74.80,0.01,0.02,-0.00
080317101209,014682000781772,42.35934100,-71.093285000,2,-0.08,0,0.94,-8.12,3.31,305.51,0.71,-1.73,12.08,75.00,-105.09,-78.06,-0.02,0.03,-0.31
080317101218,014682000781772,42.35934100,-71.093285000,7,-0.74,0,2.57,-0.90,-5.38,313.13,-0.71,-0.12,7.49,86.00,-91.82,-70.51,-0.01,0.01,-0.10
080317101226,014682000781772,42.35934100,-71.093285000,7,-0.89,0,0.88,0.23,0.23,317.57,0.04,0.04,9.61,91.09,-83.27,-77.45,0.01,0.02,-0.01
080317101235,014682000781772,42.35954700,-71.093506000,3,-0.81,0,1.84,-13.41,13.41,313.63,1.06,-1.06,4.31,87.09,-91.36,-79.08,0.02,-0.00,0.07
080317101243,014682000781772,42.35954700,-71.093506000,7,-0.84,0,0.11,0.00,-1.63,310.99,-0.27,0.00,9.65,78.36,-90.18,-70.20,0.01,0.02,0.00
080317101251,014682000781772,42.35954700,-71.093491000,7,-0.90,0,1.79,-1.19,5.97,294.73,0.98,-0.20,9.38,54.27,-117.82,-60.00,0.03,0.01,0.35
080317101259,014682000781772,42.35954700,-71.093491000,7,-1.12,0,2.67,23.87,42.42,289.73,5.10,3.06,4.67,30.00,-83.64,-67.14,0.05,-0.00,0.37
080317101309,014682000781772,42.35954700,-71.093491000,7,-1.29,0,2.77,-7.83,42.91,293.69,4.12,-0.82,4.35,33.18,-75.64,-68.37,0.05,0.02,0.05
080317101316,014682000781772,42.35954700,-71.093491000,6,-1.28,0,2.04,-19.55,15.39,296.91,3.77,-4.75,12.83,36.91,-72.73,-65.71,0.05,0.04,0.04
080317101325,014682000781772,42.35953100,-71.093491000,2,-1.48,0,2.51,17.28,-178.78,291.88,-0.08,1.10,-3.53,31.36,-78.09,-59.90,-0.02,0.01,0.15
080317101333,014682000781772,42.35953100,-71.093491000,2,-1.62,0,2.16,-15.70,-34.99,316.47,-3.49,-1.65,4.71,65.27,-62.00,-63.57,-0.01,0.04,-0.14
080317101341,014682000781772,42.35953100,-71.093491000,6,-1.68,0,2.42,43.38,19.58,318.72,3.14,6.43,6.04,66.27,-58.18,-61.84,0.02,0.03,-0.05
080317101350,014682000781772,42.35953100,-71.093491000,2,-1.51,0,1.96,41.54,38.42,295.92,5.26,5.61,3.53,37.82,-77.82,-61.63,0.06,0.00,-0.03
080317101359,014682000781772,42.35927600,-71.093071000,7,-1.61,0,2.42,-8.62,22.63,319.65,5.14,-2.00,12.16,75.55,-64.18,-62.04,-0.00,0.06,-0.04
080317101359,014682000781772,42.35927600,-71.093071000,7,-1.61,0,2.42,-8.62,22.63,319.65,5.14,-2.00,12.16,75.55,-64.18,-62.04,-0.00,0.06,-0.04
080317101415,014682000781772,42.35936700,-71.092865000,7,-0.93,0,1.13,-4.60,9.47,314.81,1.61,-0.78,9.61,66.91,-67.36,-59.69,0.02,0.04,0.05
080317101424,014682000781772,42.35935200,-71.092880000,2,-1.68,0,0.17,-0.70,4.45,317.31,0.75,-0.12,9.57,66.91,-61.73,-62.45,-0.00,0.02,-0.03
080317101432,014682000781772,42.35935200,-71.092880000,2,-1.66,0,1.96,-15.10,2.51,315.36,0.67,-3.96,14.67,58.82,-58.09,-63.88,0.02,-0.00,0.09
080317101440,014682000781772,42.35935200,-71.092880000,7,-1.81,0,1.75,34.52,-48.06,306.89,-0.82,0.63,0.39,51.73,-68.91,-63.16,-0.07,0.06,-1.07
080317101450,014682000781772,42.35935200,-71.092880000,2,-0.71,0,2.59,8.02,12.35,299.46,0.90,0.59,4.08,58.27,-103.18,-71.63,-0.02,-0.00,0.12
080317101450,014682000781772,42.35935200,-71.092880000,2,-0.71,0,2.59,8.02,12.35,299.46,0.90,0.59,4.08,58.27,-103.18,-71.63,-0.02,-0.00,0.12
080317101505,014682000781772,42.35935200,-71.092880000,2,-0.56,0,2.77,21.28,29.77,298.67,4.67,3.41,7.41,59.91,-109.55,-63.27,0.04,0.02,0.07
080317101514,014682000781772,42.35935200,-71.092880000,2,-0.54,0,2.66,53.30,0.00,295.15,0.00,2.16,1.61,48.36,-103.00,-61.12,0.10,-0.01,-0.31
080317101523,014682000781772,42.35935200,-71.092880000,7,-0.80,0,2.47,22.81,67.17,300.17,5.69,2.39,0.08,64.27,-110.55,-54.90,0.01,0.01,-0.15
080317101531,014682000781772,42.35935200,-71.092880000,7,-1.23,0,2.36,-30.27,12.39,300.14,0.78,-1.84,3.06,60.64,-104.45,-63.06,0.02,0.01,-0.18
080317101540,014682000781772,42.35935200,-71.092880000,7,-0.27,0,2.77,4.45,-7.91,301.83,-1.53,0.86,10.98,66.09,-106.45,-65.51,0.02,-0.00,0.33
080317101548,014682000781772,42.35935200,-71.092880000,7,-0.48,0,2.76,42.01,10.98,299.79,1.37,4.82,5.18,58.91,-102.91,-67.86,0.05,0.02,0.20
080317101557,014682000781772,42.35935200,-71.092880000,7,-0.60,0,1.92,0.65,-33.51,302.62,-3.84,0.08,5.81,62.36,-97.45,-67.96,0.00,0.02,-0.04
080317101605,014682000781772,42.35935200,-71.092880000,7,-0.48,0,2.18,4.30,24.93,301.23,4.63,0.82,9.92,61.91,-102.09,-70.41,-0.01,-0.01,-0.15
080317101613,014682000781772,42.35935200,-71.092880000,8,-0.66,0,1.63,6.71,5.56,299.14,1.33,1.61,13.61,58.18,-104.36,-74.39,-0.00,0.03,0.01
080317101622,014682000781772,42.35935200,-71.092880000,7,-0.89,0,2.14,-17.38,17.01,296.42,3.73,-3.80,11.57,48.36,-97.36,-135.61,0.09,-0.03,-0.09
080317101630,014682000781772,42.35935200,-71.092880000,7,-1.14,0,2.77,13.14,-21.98,299.61,-4.20,2.55,10.08,61.27,-107.82,-153.67,0.07,0.02,0.08
080317101638,014682000781772,42.35935200,-71.092880000,7,-0.77,0,2.77,13.36,9.26,304.35,2.16,3.10,12.87,68.27,-99.91,-102.14,0.02,0.05,-0.05
080317101647,014682000781772,42.35935200,-71.092880000,7,-0.67,0,1.58,-5.65,41.85,292.07,4.79,-0.71,5.30,54.64,-134.73,-122.35,0.02,-0.00,-0.00
080317101655,014682000781772,42.35935200,-71.092880000,7,-0.92,0,1.86,-3.30,15.37,295.74,1.80,-0.39,6.55,62.18,-129.00,-61.43,0.05,0.03,0.36
080317101703,014682000781772,42.35972600,-71.091331000,6,-0.86,0,2.77,-24.26,-19.47,296.71,-3.88,-4.79,9.89,63.82,-126.82,-139.29,-0.02,0.04,0.01
080317101711,014682000781772,42.35978300,-71.091331000,7,-0.54,0,1.96,-6.79,8.85,303.40,2.71,-2.08,17.26,48.73,-73.91,-108.88,-0.02,0.01,-0.08
080317101720,014682000781772,42.36026400,-71.090782000,8,0.08,0,2.16,-14.17,1.79,287.91,0.24,-1.84,7.30,26.27,-81.27,-137.65,0.04,0.03,0.29
080317101728,014682000781772,42.36030200,-71.090797000,1,-0.09,0,1.88,-4.94,-23.60,305.68,-3.10,-0.67,7.06,35.18,-49.00,-114.80,0.01,0.03,-0.27
080317101736,014682000781772,42.36030200,-71.090797000,7,-0.06,0,1.34,0.63,-5.55,314.77,-1.37,0.16,14.12,101.27,-102.09,-47.76,-0.00,0.01,-0.53
080317101745,014682000781772,42.36030200,-71.090797000,7,-0.80,0,0.73,-2.67,1.21,314.20,0.20,-0.43,9.26,60.73,-62.45,-37.35,0.00,0.01,-0.01
080317101753,014682000781772,42.36030200,-71.090797000,2,-1.31,0,0.13,-0.78,0.78,310.14,0.12,-0.12,8.59,58.64,-69.55,-34.69,0.01,0.02,-0.00
080317101801,014682000781772,42.36030200,-71.090797000,2,-0.84,0,0.50,0.00,0.24,309.47,0.04,0.00,9.53,56.82,-69.00,-36.53,0.01,0.02,-0.01
080317101811,014682000781772,42.36030200,-71.090797000,7,-0.88,0,1.31,5.34,11.17,297.94,1.96,0.94,9.89,45.18,-85.18,-61.43,-0.00,0.02,-0.54
080317101819,014682000781772,42.36030200,-71.090797000,7,-0.02,0,1.81,2.23,-12.83,299.47,-2.24,0.39,9.81,60.45,-107.00,-73.27,0.02,0.04,-0.05
080317101828,014682000781772,42.36030200,-71.090797000,7,-0.06,0,2.49,7.41,4.26,300.75,0.75,1.29,9.92,62.64,-105.27,-66.73,0.02,0.03,0.00
080317101836,014682000781772,42.36030200,-71.090797000,7,-0.36,0,2.02,-15.66,-20.26,301.47,-6.59,-5.14,17.10,62.55,-102.18,-58.98,0.03,0.03,-0.12
080317101844,014682000781772,42.36030200,-71.090797000,7,-0.05,0,2.66,7.07,-51.68,299.50,-4.00,0.63,3.10,58.27,-103.00,-62.35,0.02,-0.00,-0.04
080317101853,014682000781772,42.36030200,-71.090797000,7,-0.87,0,2.42,3.03,24.84,299.29,7.49,0.94,16.16,61.00,-108.73,-58.37,0.01,-0.02,0.03
080317101901,014682000781772,42.36030200,-71.090797000,7,-0.24,0,2.69,-10.73,-18.24,296.57,-6.59,-3.92,19.61,53.36,-106.73,-88.98,-0.02,0.04,0.10
